trans_date_trans_time,cc_num,category,amt,merchant,is_fraud,year,month,day
2019-06-02 19:15:36,567868110212,shopping_net,41.46,fraud_Boyer-Reichert,0,2019,6,2
2019-06-02 19:59:57,567868110212,shopping_net,8.46,fraud_Volkman-Predovic,0,2019,6,2
2019-06-02 21:24:37,567868110212,shopping_net,11.78,"fraud_Labadie, Treutel and Bode",0,2019,6,2
2019-06-03 03:25:55,567868110212,grocery_pos,201.08,fraud_Kiehn-Emmerich,0,2019,6,3
2019-06-03 10:27:46,567868110212,misc_net,26.87,"fraud_Rippin, Kub and Mann",0,2019,6,3
2019-06-03 12:43:33,567868110212,shopping_net,1.22,fraud_Kassulke PLC,0,2019,6,3
2019-06-03 15:00:37,567868110212,health_fitness,25.87,"fraud_Cronin, Kshlerin and Weber",0,2019,6,3
2019-06-03 16:33:34,567868110212,personal_care,25.9,"fraud_Lubowitz, Terry and Stracke",0,2019,6,3
2019-06-03 19:21:27,567868110212,kids_pets,16.39,"fraud_Romaguera, Wehner and Tromp",0,2019,6,3
2019-06-03 22:43:50,567868110212,travel,6.82,fraud_Lynch-Mohr,0,2019,6,3
2019-06-03 23:13:53,567868110212,food_dining,8.44,"fraud_Feil, Hilpert and Koss",0,2019,6,3
2019-06-04 12:48:00,567868110212,shopping_pos,1.94,fraud_Morissette PLC,0,2019,6,4
2019-06-04 19:24:23,567868110212,food_dining,149.22,fraud_Kuphal-Toy,0,2019,6,4
2019-06-05 00:59:19,567868110212,misc_net,3.68,fraud_Dooley-Thompson,0,2019,6,5
2019-06-05 04:28:33,567868110212,gas_transport,81.39,fraud_Bartoletti-Wunsch,0,2019,6,5
2019-06-05 10:09:24,567868110212,misc_net,40.65,fraud_McGlynn-Heathcote,0,2019,6,5
2019-06-05 21:52:38,567868110212,shopping_pos,5.62,fraud_Jacobi and Sons,0,2019,6,5
2019-06-05 22:45:04,567868110212,shopping_pos,5.5,"fraud_Nitzsche, Kessler and Wolff",0,2019,6,5
2019-06-06 06:56:31,567868110212,misc_net,112.02,"fraud_Rohan, White and Aufderhar",0,2019,6,6
2019-06-06 11:43:44,567868110212,grocery_pos,161.15,fraud_Bauch-Raynor,0,2019,6,6
2019-06-06 13:38:50,567868110212,home,5.82,fraud_Collier LLC,0,2019,6,6
2019-06-06 14:36:39,567868110212,kids_pets,16.74,fraud_Berge-Hills,0,2019,6,6
2019-06-06 18:16:35,567868110212,home,9.5,"fraud_Durgan, Gislason and Spencer",0,2019,6,6
2019-06-07 09:23:32,567868110212,gas_transport,74.58,fraud_Koss and Sons,0,2019,6,7
2019-06-07 10:52:58,567868110212,misc_net,64.84,"fraud_Lehner, Mosciski and King",0,2019,6,7
2019-06-07 14:24:52,567868110212,entertainment,52.8,fraud_Kling-Ernser,0,2019,6,7
2019-06-07 17:36:22,567868110212,health_fitness,80.34,fraud_Rippin-VonRueden,0,2019,6,7
2019-06-07 22:23:12,567868110212,home,66.0,"fraud_Durgan, Gislason and Spencer",0,2019,6,7
2019-06-08 00:12:37,567868110212,misc_net,6.0,fraud_Ruecker Group,0,2019,6,8
2019-06-08 01:40:31,567868110212,misc_net,50.81,fraud_Lebsack and Sons,0,2019,6,8
2019-06-08 10:45:56,567868110212,gas_transport,71.97,fraud_Corwin-Collins,0,2019,6,8
2019-06-08 18:03:22,567868110212,food_dining,55.17,fraud_Bernhard-Lesch,0,2019,6,8
2019-06-08 19:51:25,567868110212,home,28.75,"fraud_Denesik, Powlowski and Pouros",0,2019,6,8
2019-06-08 20:40:42,567868110212,personal_care,31.37,fraud_Wilkinson LLC,0,2019,6,8
2019-06-08 23:15:36,567868110212,home,45.3,"fraud_Windler, Goodwin and Kovacek",0,2019,6,8
2019-06-08 23:30:40,567868110212,shopping_net,9.31,fraud_Schumm PLC,0,2019,6,8
2019-06-09 00:30:05,567868110212,grocery_pos,185.12,fraud_Rau and Sons,0,2019,6,9
2019-06-09 15:25:33,567868110212,health_fitness,55.83,"fraud_Haley, Batz and Auer",0,2019,6,9
2019-06-09 17:54:29,567868110212,home,17.98,"fraud_Windler, Goodwin and Kovacek",0,2019,6,9
2019-06-09 19:57:13,567868110212,personal_care,15.82,fraud_Nader-Maggio,0,2019,6,9
2019-06-10 04:20:58,567868110212,misc_net,6.2,fraud_Dooley-Thompson,0,2019,6,10
2019-06-10 05:22:26,567868110212,grocery_net,66.63,"fraud_Harris, Gusikowski and Heaney",0,2019,6,10
2019-06-10 12:46:25,567868110212,kids_pets,61.69,fraud_Barton LLC,0,2019,6,10
2019-06-10 16:05:54,567868110212,kids_pets,149.92,fraud_Waelchi-Wolf,0,2019,6,10
2019-06-10 18:03:15,567868110212,travel,4.85,"fraud_Reichel, Bradtke and Blanda",0,2019,6,10
2019-06-10 19:58:02,567868110212,shopping_pos,9.83,"fraud_Quitzon, Green and Bashirian",0,2019,6,10
2019-06-10 21:55:41,567868110212,travel,1.98,"fraud_Ritchie, Bradtke and Stiedemann",0,2019,6,10
2019-06-11 01:57:34,567868110212,grocery_pos,186.35,fraud_Schamberger-O'Keefe,0,2019,6,11
2019-06-11 05:30:26,567868110212,grocery_pos,202.67,"fraud_Schoen, Kuphal and Nitzsche",0,2019,6,11
2019-06-11 10:39:29,567868110212,misc_pos,21.64,fraud_Herzog Ltd,0,2019,6,11
2019-06-11 11:01:28,567868110212,grocery_pos,193.29,fraud_Padberg-Welch,0,2019,6,11
2019-06-11 15:59:38,567868110212,food_dining,31.15,fraud_Jakubowski Group,0,2019,6,11
2019-06-11 23:05:59,567868110212,shopping_pos,131.27,fraud_Conroy Ltd,0,2019,6,11
2019-06-12 02:39:08,567868110212,misc_pos,1.83,"fraud_Nienow, Ankunding and Collier",0,2019,6,12
2019-06-12 07:42:05,567868110212,grocery_pos,220.59,"fraud_Lockman, West and Runte",0,2019,6,12
2019-06-12 11:20:19,567868110212,grocery_pos,180.59,fraud_Cole PLC,0,2019,6,12
2019-06-13 05:11:57,567868110212,grocery_pos,216.45,"fraud_Lockman, West and Runte",0,2019,6,13
2019-06-13 18:22:05,567868110212,travel,1.6,fraud_Corwin-Romaguera,0,2019,6,13
2019-06-13 20:19:00,567868110212,food_dining,70.58,fraud_Stiedemann Ltd,0,2019,6,13
2019-06-13 23:07:30,567868110212,shopping_net,10.82,fraud_Kuhic LLC,0,2019,6,13
2019-06-14 02:55:54,567868110212,misc_net,8.32,fraud_Dooley-Thompson,0,2019,6,14
2019-06-14 07:20:25,567868110212,grocery_pos,224.14,"fraud_Schoen, Kuphal and Nitzsche",0,2019,6,14
2019-06-14 10:00:20,567868110212,misc_net,251.2,"fraud_Moore, Dibbert and Koepp",0,2019,6,14
2019-06-14 12:40:10,567868110212,shopping_pos,9.18,fraud_Pfeffer and Sons,0,2019,6,14
2019-06-14 13:38:26,567868110212,shopping_net,1.71,"fraud_Reichert, Huels and Hoppe",0,2019,6,14
2019-06-15 01:47:15,567868110212,misc_pos,30.73,fraud_Boyer PLC,0,2019,6,15
2019-06-15 04:38:38,567868110212,misc_pos,82.77,fraud_Maggio-Fahey,0,2019,6,15
2019-06-15 09:07:11,567868110212,grocery_net,37.96,fraud_Kutch-Hegmann,0,2019,6,15
2019-06-15 12:44:27,567868110212,shopping_pos,17.44,fraud_Botsford Ltd,0,2019,6,15
2019-06-15 14:05:51,567868110212,health_fitness,8.69,"fraud_Haley, Batz and Auer",0,2019,6,15
2019-06-15 15:11:00,567868110212,shopping_net,40.91,"fraud_Kihn, Abernathy and Douglas",0,2019,6,15
2019-06-15 19:23:56,567868110212,shopping_pos,1.94,"fraud_Baumbach, Hodkiewicz and Walsh",0,2019,6,15
2019-06-15 21:39:46,567868110212,entertainment,22.82,fraud_Effertz LLC,0,2019,6,15
2019-06-15 22:25:12,567868110212,food_dining,194.22,"fraud_Schumm, McLaughlin and Carter",0,2019,6,15
2019-06-16 01:08:22,567868110212,misc_pos,25.37,fraud_Reynolds-Schinner,0,2019,6,16
2019-06-16 01:13:23,567868110212,misc_pos,4.03,fraud_Hermann-Gaylord,0,2019,6,16
2019-06-16 12:23:00,567868110212,shopping_pos,5.6,fraud_Torphy-Goyette,0,2019,6,16
2019-06-16 12:57:40,567868110212,kids_pets,72.12,fraud_Ullrich Ltd,0,2019,6,16
2019-06-16 16:14:06,567868110212,home,81.46,fraud_Kutch-Wilderman,0,2019,6,16
2019-06-16 19:42:52,567868110212,home,46.85,fraud_Reilly LLC,0,2019,6,16
2019-06-17 00:15:07,567868110212,grocery_pos,198.71,fraud_Goodwin-Nitzsche,0,2019,6,17
2019-06-17 02:47:57,567868110212,grocery_pos,210.91,fraud_Miller-Hauck,0,2019,6,17
2019-06-17 07:23:09,567868110212,misc_pos,17.84,fraud_Torp-Lemke,0,2019,6,17
2019-06-17 11:01:15,567868110212,grocery_net,50.6,fraud_Dach-Borer,0,2019,6,17
2019-06-17 16:41:30,567868110212,personal_care,159.5,fraud_Bartoletti and Sons,0,2019,6,17
2019-06-18 08:36:56,567868110212,grocery_net,39.05,"fraud_Kohler, Lindgren and Koelpin",0,2019,6,18
2019-06-18 09:14:09,567868110212,misc_net,2.86,fraud_Kerluke PLC,0,2019,6,18
2019-06-18 13:17:43,567868110212,personal_care,128.27,fraud_Auer LLC,0,2019,6,18
2019-06-18 15:54:32,567868110212,personal_care,22.4,"fraud_Bradtke, Torp and Bahringer",0,2019,6,18
2019-06-18 17:48:03,567868110212,home,94.92,fraud_Beier and Sons,0,2019,6,18
2019-06-18 21:00:42,567868110212,shopping_pos,5.48,"fraud_Watsica, Haag and Considine",0,2019,6,18
2019-06-18 22:46:25,567868110212,entertainment,47.7,fraud_Bins-Tillman,0,2019,6,18
2019-06-18 23:56:17,567868110212,personal_care,76.02,fraud_Kub PLC,0,2019,6,18
2019-06-19 03:42:23,567868110212,misc_net,87.16,fraud_Brown PLC,0,2019,6,19
2019-06-19 07:55:12,567868110212,misc_pos,107.17,"fraud_Boehm, Block and Jakubowski",0,2019,6,19
2019-06-19 21:19:22,567868110212,shopping_net,6.66,"fraud_Schmeler, Bashirian and Price",0,2019,6,19
2019-06-19 22:01:11,567868110212,shopping_net,409.83,fraud_Lemke-Gutmann,0,2019,6,19
2019-06-20 19:30:55,567868110212,home,46.33,fraud_Pollich LLC,0,2019,6,20
2019-06-20 20:36:48,567868110212,health_fitness,49.88,fraud_Thompson-Gleason,0,2019,6,20
2019-06-21 15:44:23,567868110212,health_fitness,61.38,fraud_Cormier LLC,0,2019,6,21
2019-06-21 19:41:42,567868110212,entertainment,19.94,fraud_Dibbert and Sons,0,2019,6,21
2019-06-21 23:56:34,567868110212,personal_care,48.88,fraud_Yost-Rogahn,0,2019,6,21
2019-06-22 01:53:47,567868110212,misc_pos,1.11,fraud_Williamson LLC,0,2019,6,22
2019-06-22 05:26:27,567868110212,grocery_net,79.2,"fraud_Rutherford, Homenick and Bergstrom",0,2019,6,22
2019-06-22 06:51:23,567868110212,misc_pos,124.29,fraud_Balistreri-Nader,0,2019,6,22
2019-06-22 14:15:12,567868110212,entertainment,89.67,fraud_Effertz LLC,0,2019,6,22
2019-06-22 14:34:49,567868110212,shopping_net,4.59,fraud_Cormier LLC,0,2019,6,22
2019-06-22 17:52:08,567868110212,entertainment,123.89,fraud_Morissette LLC,0,2019,6,22
2019-06-22 21:30:23,567868110212,travel,4.2,"fraud_Reichel, Bradtke and Blanda",0,2019,6,22
2019-06-22 21:30:30,567868110212,home,16.63,fraud_Quitzon-Goyette,0,2019,6,22
2019-06-22 22:13:46,567868110212,personal_care,6.32,fraud_Osinski Inc,0,2019,6,22
2019-06-22 22:32:47,567868110212,kids_pets,12.8,fraud_Brown Inc,0,2019,6,22
2019-06-22 23:00:11,567868110212,home,103.12,fraud_Padberg-Sauer,0,2019,6,22
2019-06-23 02:07:46,567868110212,grocery_net,69.25,fraud_Hintz-Bruen,0,2019,6,23
2019-06-23 06:34:33,567868110212,grocery_pos,198.89,fraud_Murray-Smitham,0,2019,6,23
2019-06-23 09:09:34,567868110212,misc_pos,66.86,"fraud_Wintheiser, Dietrich and Schimmel",0,2019,6,23
2019-06-23 19:02:27,567868110212,personal_care,204.78,fraud_Zulauf LLC,0,2019,6,23
2019-06-23 20:02:35,567868110212,shopping_pos,7.2,"fraud_Quitzon, Green and Bashirian",0,2019,6,23
2019-06-23 23:57:48,567868110212,home,48.77,fraud_Pollich LLC,0,2019,6,23
2019-06-24 04:47:39,567868110212,grocery_net,86.6,fraud_Rowe-Vandervort,0,2019,6,24
2019-06-24 12:42:14,567868110212,kids_pets,25.18,fraud_Rau-Grant,0,2019,6,24
2019-06-24 13:58:03,567868110212,shopping_net,7.19,fraud_Boyer PLC,0,2019,6,24
2019-06-24 15:47:37,567868110212,kids_pets,234.52,"fraud_Yost, Schamberger and Windler",0,2019,6,24
2019-06-24 16:29:45,567868110212,kids_pets,39.81,fraud_Waelchi Inc,0,2019,6,24
2019-06-24 19:08:08,567868110212,travel,5.52,"fraud_Douglas, DuBuque and McKenzie",0,2019,6,24
2019-06-24 19:28:25,567868110212,food_dining,28.06,fraud_Abernathy and Sons,0,2019,6,24
2019-06-24 21:19:12,567868110212,personal_care,1.84,fraud_Leffler-Goldner,0,2019,6,24
2019-06-24 21:48:05,567868110212,shopping_pos,1.55,fraud_Pagac LLC,0,2019,6,24
2019-06-25 10:28:36,567868110212,grocery_pos,186.09,fraud_Deckow-O'Conner,0,2019,6,25
2019-06-25 12:48:28,567868110212,entertainment,11.91,fraud_Cummerata-Hilpert,0,2019,6,25
2019-06-25 15:00:31,567868110212,entertainment,2.75,fraud_Wilkinson Ltd,0,2019,6,25
2019-06-25 16:11:59,567868110212,shopping_pos,64.51,fraud_Lesch Ltd,0,2019,6,25
2019-06-25 18:41:55,567868110212,home,47.42,fraud_Champlin-Casper,0,2019,6,25
2019-06-26 04:03:40,567868110212,misc_net,10.12,fraud_Kerluke PLC,0,2019,6,26
2019-06-26 05:39:12,567868110212,misc_net,177.36,fraud_Huel Ltd,0,2019,6,26
2019-06-26 10:01:23,567868110212,grocery_net,143.75,fraud_Runolfsson and Sons,0,2019,6,26
2019-06-26 13:19:06,567868110212,entertainment,20.04,fraud_Wilkinson Ltd,0,2019,6,26
2019-06-26 15:26:17,567868110212,entertainment,59.86,fraud_Goldner-Lemke,0,2019,6,26
2019-06-26 16:56:28,567868110212,personal_care,3.57,fraud_Erdman-Ebert,0,2019,6,26
2019-06-26 18:50:28,567868110212,entertainment,80.41,"fraud_Schaefer, Fay and Hilll",0,2019,6,26
2019-06-27 11:30:58,567868110212,misc_pos,401.7,fraud_Howe Ltd,0,2019,6,27
2019-06-27 11:40:51,567868110212,misc_pos,17.8,fraud_Herzog Ltd,0,2019,6,27
2019-06-27 12:02:52,567868110212,health_fitness,3.47,fraud_Ziemann-Waters,0,2019,6,27
2019-06-27 13:05:34,567868110212,shopping_net,9.24,fraud_Gleason-Macejkovic,0,2019,6,27
2019-06-27 20:37:48,567868110212,shopping_net,2.6,fraud_Medhurst PLC,0,2019,6,27
2019-06-28 02:13:02,567868110212,grocery_pos,209.27,fraud_Wolf Inc,0,2019,6,28
2019-06-28 13:01:47,567868110212,shopping_net,20.77,fraud_Ankunding LLC,0,2019,6,28
2019-06-28 13:10:06,567868110212,food_dining,41.01,fraud_Haag-Blanda,0,2019,6,28
2019-06-28 18:51:36,567868110212,kids_pets,80.78,fraud_Lubowitz-Walter,0,2019,6,28
2019-06-28 19:01:45,567868110212,health_fitness,9.56,"fraud_Swaniawski, Nitzsche and Welch",0,2019,6,28
2019-06-28 19:06:41,567868110212,home,17.38,fraud_Gaylord-Powlowski,0,2019,6,28
2019-06-28 20:02:42,567868110212,personal_care,97.81,"fraud_Zemlak, Tillman and Cremin",0,2019,6,28
2019-06-28 21:04:47,567868110212,food_dining,37.5,fraud_Bechtelar-Rippin,0,2019,6,28
2019-06-29 00:50:27,567868110212,grocery_pos,162.7,fraud_Rutherford-Mertz,0,2019,6,29
2019-06-29 05:17:21,567868110212,misc_pos,60.5,fraud_Wiza LLC,0,2019,6,29
2019-06-29 05:56:10,567868110212,misc_net,35.17,fraud_Durgan-Auer,0,2019,6,29
2019-06-29 11:26:49,567868110212,grocery_pos,211.88,fraud_Bogisich Inc,0,2019,6,29
2019-06-29 14:18:34,567868110212,food_dining,78.17,fraud_Harris Group,0,2019,6,29
2019-06-29 14:27:55,567868110212,health_fitness,28.12,"fraud_Swaniawski, Nitzsche and Welch",0,2019,6,29
2019-06-29 20:58:40,567868110212,shopping_pos,1.7,"fraud_Roob, Conn and Tremblay",0,2019,6,29
2019-06-29 23:57:05,567868110212,health_fitness,152.62,"fraud_Runte, Green and Emard",0,2019,6,29
2019-06-30 01:24:06,567868110212,misc_pos,91.81,fraud_Reynolds-Schinner,0,2019,6,30
2019-06-30 03:16:39,567868110212,misc_net,28.06,fraud_Zemlak Group,0,2019,6,30
2019-06-30 05:13:07,567868110212,grocery_net,59.31,fraud_Kutch Group,0,2019,6,30
2019-06-30 13:34:30,567868110212,home,68.75,"fraud_Crist, Jakubowski and Littel",0,2019,6,30
2019-06-30 17:27:52,567868110212,health_fitness,37.62,fraud_Erdman-Durgan,0,2019,6,30
2019-06-30 17:31:25,567868110212,kids_pets,140.63,"fraud_Hauck, Dietrich and Funk",0,2019,6,30
2019-06-30 18:28:44,567868110212,shopping_net,348.41,fraud_Auer-West,0,2019,6,30
2019-07-01 04:37:39,567868110212,misc_pos,126.71,fraud_Gutmann-Upton,0,2019,7,1
2019-07-01 06:28:27,567868110212,misc_pos,49.45,fraud_Wisozk and Sons,0,2019,7,1
2019-07-01 07:11:48,567868110212,grocery_net,53.38,fraud_Funk Group,0,2019,7,1
2019-07-01 14:07:25,567868110212,shopping_pos,2.0,fraud_Hickle Group,0,2019,7,1
2019-07-01 15:29:04,567868110212,entertainment,29.84,"fraud_Runolfsdottir, Mueller and Hand",0,2019,7,1
2019-07-01 15:31:01,567868110212,shopping_pos,9.07,fraud_Hickle Group,0,2019,7,1
2019-07-01 15:45:07,567868110212,kids_pets,31.98,fraud_Schoen-Quigley,0,2019,7,1
2019-07-01 15:59:13,567868110212,home,78.16,"fraud_Denesik, Powlowski and Pouros",0,2019,7,1
2019-07-01 18:44:37,567868110212,shopping_net,7.75,fraud_Kozey-Boehm,0,2019,7,1
2019-07-01 19:35:54,567868110212,entertainment,12.2,fraud_Frami Group,0,2019,7,1
2019-07-01 23:29:03,567868110212,health_fitness,104.18,fraud_Waters-Cruickshank,0,2019,7,1
2019-07-01 23:45:58,567868110212,shopping_net,5.74,fraud_Kozey-Boehm,0,2019,7,1
2019-07-02 12:11:00,567868110212,shopping_net,121.83,fraud_Jast Ltd,0,2019,7,2
2019-07-02 15:39:41,567868110212,shopping_net,9.88,fraud_Fisher-Schowalter,0,2019,7,2
2019-07-03 01:18:41,567868110212,grocery_pos,219.84,fraud_Lockman Ltd,0,2019,7,3
2019-07-03 04:44:22,567868110212,grocery_pos,185.35,fraud_Doyle Ltd,0,2019,7,3
2019-07-03 06:02:24,567868110212,misc_pos,6.09,fraud_Stamm-Rodriguez,0,2019,7,3
2019-07-03 19:10:43,567868110212,shopping_pos,298.26,fraud_Mayert Group,0,2019,7,3
2019-07-03 19:23:00,567868110212,health_fitness,149.79,fraud_Carroll PLC,0,2019,7,3
2019-07-03 23:42:44,567868110212,shopping_pos,6.13,"fraud_Goyette, Howell and Collier",0,2019,7,3
2019-07-03 23:46:16,567868110212,shopping_pos,233.27,fraud_Hickle Group,0,2019,7,3
2019-07-04 02:07:15,567868110212,grocery_pos,212.96,"fraud_Moen, Reinger and Murphy",0,2019,7,4
2019-07-04 05:59:02,567868110212,gas_transport,78.51,"fraud_Kutch, Hermiston and Farrell",0,2019,7,4
2019-07-04 06:33:22,567868110212,grocery_pos,167.26,"fraud_Rowe, Batz and Goodwin",0,2019,7,4
2019-07-04 11:27:42,567868110212,grocery_pos,178.73,fraud_Strosin-Cruickshank,0,2019,7,4
2019-07-04 12:32:06,567868110212,food_dining,88.07,"fraud_Feil, Hilpert and Koss",0,2019,7,4
2019-07-04 18:10:49,567868110212,kids_pets,43.38,fraud_Daugherty LLC,0,2019,7,4
2019-07-04 18:10:57,567868110212,health_fitness,47.95,"fraud_Turcotte, Batz and Buckridge",0,2019,7,4
2019-07-04 20:05:35,567868110212,health_fitness,43.61,"fraud_Turcotte, Batz and Buckridge",0,2019,7,4
2019-07-04 21:36:03,567868110212,misc_pos,76.89,fraud_McDermott-Rice,0,2019,7,4
2019-07-05 19:22:41,567868110212,shopping_pos,2.15,"fraud_Nitzsche, Kessler and Wolff",0,2019,7,5
2019-07-05 20:55:21,567868110212,travel,8.24,fraud_Veum-Koelpin,0,2019,7,5
2019-07-05 23:30:40,567868110212,shopping_net,5.14,"fraud_Schmeler, Bashirian and Price",0,2019,7,5
2019-07-06 11:18:12,567868110212,grocery_net,58.99,fraud_Smitham-Boehm,0,2019,7,6
2019-07-06 11:56:47,567868110212,grocery_net,81.05,fraud_Spinka-Welch,0,2019,7,6
2019-07-06 16:16:31,567868110212,food_dining,88.63,fraud_McKenzie-Huels,0,2019,7,6
2019-07-06 17:27:19,567868110212,entertainment,54.51,fraud_Reichel Inc,0,2019,7,6
2019-07-06 18:24:49,567868110212,personal_care,70.32,fraud_Schiller Ltd,0,2019,7,6
2019-07-06 22:19:36,567868110212,shopping_pos,145.28,fraud_Pacocha-Bauch,0,2019,7,6
2019-07-06 23:46:58,567868110212,food_dining,136.72,fraud_Ernser-Lynch,0,2019,7,6
2019-07-07 00:30:08,567868110212,misc_pos,48.92,"fraud_Turner, Ruecker and Parisian",0,2019,7,7
2019-07-07 09:20:08,567868110212,misc_pos,76.27,fraud_Wiza LLC,0,2019,7,7
2019-07-07 09:31:45,567868110212,misc_net,2.25,"fraud_Tillman, Fritsch and Schmitt",0,2019,7,7
2019-07-07 12:14:44,567868110212,food_dining,92.13,"fraud_McCullough, Hudson and Schuster",0,2019,7,7
2019-07-07 13:40:28,567868110212,shopping_net,315.76,fraud_Goyette Inc,0,2019,7,7
2019-07-07 14:53:29,567868110212,kids_pets,24.68,"fraud_Pouros, Walker and Spencer",0,2019,7,7
2019-07-07 16:38:12,567868110212,food_dining,45.24,fraud_Connelly PLC,0,2019,7,7
2019-07-07 21:53:14,567868110212,food_dining,28.42,fraud_Abernathy and Sons,0,2019,7,7
2019-07-07 22:30:34,567868110212,personal_care,195.18,fraud_Monahan-Morar,0,2019,7,7
2019-07-07 23:26:06,567868110212,personal_care,23.5,fraud_Nader-Maggio,0,2019,7,7
2019-07-07 23:45:19,567868110212,personal_care,38.13,fraud_Kirlin and Sons,0,2019,7,7
2019-07-08 09:10:01,567868110212,misc_net,39.45,fraud_Welch Inc,0,2019,7,8
2019-07-08 12:36:38,567868110212,entertainment,58.84,fraud_Upton PLC,0,2019,7,8
2019-07-08 12:50:21,567868110212,shopping_pos,2.44,"fraud_Willms, Kris and Bergnaum",0,2019,7,8
2019-07-08 13:36:23,567868110212,home,57.96,fraud_Botsford and Sons,0,2019,7,8
2019-07-08 17:15:23,567868110212,shopping_pos,36.84,fraud_Mohr Inc,0,2019,7,8
2019-07-08 21:09:12,567868110212,food_dining,25.92,fraud_Bernhard-Lesch,0,2019,7,8
2019-07-09 14:26:45,567868110212,health_fitness,31.42,fraud_Hamill-D'Amore,0,2019,7,9
2019-07-09 20:33:38,567868110212,shopping_pos,579.85,fraud_Turner and Sons,0,2019,7,9
2019-07-09 22:52:20,567868110212,food_dining,38.75,"fraud_Konopelski, Schneider and Hartmann",0,2019,7,9
2019-07-10 00:05:02,567868110212,misc_pos,31.16,fraud_Howe Ltd,0,2019,7,10
2019-07-10 11:02:32,567868110212,gas_transport,72.84,fraud_Harris Inc,0,2019,7,10
2019-07-10 17:23:04,567868110212,shopping_pos,3.98,"fraud_Willms, Kris and Bergnaum",0,2019,7,10
2019-07-10 19:41:06,567868110212,shopping_net,103.55,"fraud_Reichert, Rowe and Mraz",0,2019,7,10
2019-07-10 20:15:10,567868110212,health_fitness,17.09,fraud_Greenholt Ltd,0,2019,7,10
2019-07-10 22:35:18,567868110212,shopping_pos,5.77,fraud_Morissette PLC,0,2019,7,10
2019-07-11 03:37:00,567868110212,grocery_net,60.15,"fraud_Swaniawski, Bahringer and Ledner",0,2019,7,11
2019-07-11 09:01:31,567868110212,misc_pos,54.48,fraud_Roberts-Beahan,0,2019,7,11
2019-07-11 15:07:27,567868110212,kids_pets,112.68,fraud_Schoen-Quigley,0,2019,7,11
2019-07-11 21:07:32,567868110212,shopping_net,7.87,"fraud_Schmeler, Bashirian and Price",0,2019,7,11
2019-07-11 23:50:03,567868110212,home,44.12,fraud_Collier LLC,0,2019,7,11
2019-07-12 17:53:13,567868110212,shopping_net,2.05,"fraud_Kihn, Abernathy and Douglas",0,2019,7,12
2019-07-13 03:43:45,567868110212,grocery_pos,192.35,fraud_Koepp-Witting,0,2019,7,13
2019-07-13 10:36:54,567868110212,grocery_net,88.31,fraud_Skiles-Ankunding,0,2019,7,13
2019-07-13 13:14:18,567868110212,shopping_pos,94.19,"fraud_Bahringer, Schoen and Corkery",0,2019,7,13
2019-07-13 14:00:54,567868110212,home,4.04,fraud_Ernser-Feest,0,2019,7,13
2019-07-13 14:02:36,567868110212,personal_care,127.98,fraud_Rolfson-Kunde,0,2019,7,13
2019-07-13 14:22:24,567868110212,food_dining,46.97,fraud_Schuppe-Schuppe,0,2019,7,13
2019-07-13 17:10:13,567868110212,food_dining,79.2,fraud_Bernhard-Lesch,0,2019,7,13
2019-07-13 17:31:20,567868110212,home,3.68,fraud_Terry Ltd,0,2019,7,13
2019-07-13 21:47:41,567868110212,home,17.32,"fraud_Crist, Jakubowski and Littel",0,2019,7,13
2019-07-13 23:54:45,567868110212,shopping_pos,2.76,"fraud_Weimann, Kuhic and Beahan",0,2019,7,13
2019-07-14 00:42:57,567868110212,grocery_net,71.57,fraud_Shields Inc,0,2019,7,14
2019-07-14 08:37:39,567868110212,misc_net,2.54,fraud_Koelpin and Sons,0,2019,7,14
2019-07-14 12:39:24,567868110212,shopping_net,8.13,fraud_Boyer PLC,0,2019,7,14
2019-07-14 13:14:50,567868110212,personal_care,1.34,fraud_Bartoletti and Sons,0,2019,7,14
2019-07-14 13:59:43,567868110212,health_fitness,133.63,fraud_Roob-Okuneva,0,2019,7,14
2019-07-14 14:49:57,567868110212,home,98.36,"fraud_Durgan, Gislason and Spencer",0,2019,7,14
2019-07-14 17:48:49,567868110212,entertainment,161.25,fraud_Grimes LLC,0,2019,7,14
2019-07-14 18:32:53,567868110212,kids_pets,11.48,"fraud_Lang, Towne and Schuppe",0,2019,7,14
2019-07-14 19:20:28,567868110212,personal_care,104.82,fraud_Hills-Boyer,0,2019,7,14
2019-07-14 20:28:16,567868110212,kids_pets,22.14,fraud_Schoen-Quigley,0,2019,7,14
2019-07-14 21:25:01,567868110212,shopping_pos,3.38,fraud_Kuhn LLC,0,2019,7,14
2019-07-15 13:09:00,567868110212,food_dining,87.99,"fraud_Schneider, Hayes and Nikolaus",0,2019,7,15
2019-07-15 22:26:15,567868110212,shopping_net,6.3,fraud_Volkman-Predovic,0,2019,7,15
2019-07-16 07:47:56,567868110212,grocery_pos,228.26,fraud_Kuhic Inc,0,2019,7,16
2019-07-16 13:00:36,567868110212,kids_pets,9.44,fraud_Cartwright PLC,0,2019,7,16
2019-07-16 20:53:34,567868110212,shopping_pos,283.2,"fraud_Watsica, Haag and Considine",0,2019,7,16
2019-07-17 00:31:45,567868110212,misc_pos,205.55,fraud_Wiza LLC,0,2019,7,17
2019-07-17 05:11:42,567868110212,grocery_pos,219.72,fraud_Hudson-Ratke,0,2019,7,17
2019-07-17 15:37:53,567868110212,shopping_pos,112.89,fraud_Hudson-Grady,0,2019,7,17
